review,rating,date,bank,source,sentiment_label,sentiment_score,clean_text,theme
very nice,5,2025-09-16,CBE,google_play,Positive,0.4754,nice,Other
Of,5,2025-09-16,CBE,google_play,Neutral,0.0,,Other
it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,CBE,google_play,Positive,0.6369,good app use recently upgrade day day internationalization,Other
Easy to use and not Complicated 👍,5,2025-09-15,CBE,google_play,Positive,0.4404,easy use complicated,Other
apdat the app,5,2025-09-14,CBE,google_play,Neutral,0.0,apdat app,Other
good in bankin at any time & any where.,5,2025-09-13,CBE,google_play,Positive,0.4404,good bankin time,Other
great,5,2025-09-13,CBE,google_play,Positive,0.6249,great,Other
"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,2025-09-13,CBE,google_play,Negative,-0.8279,useless app transfer wallet payment bank work update restart clear cache reinstalled useless crash force visit branch log time big bank country fix issue junior developer solve completely unreliable big bank zero functionality,Transaction Performance
it is best to me,1,2025-09-13,CBE,google_play,Positive,0.6369,good,Other
hayizgi mebrahtom feshay,5,2025-09-13,CBE,google_play,Neutral,0.0,hayizgi mebrahtom feshay,Other
Excellent app,5,2025-09-12,CBE,google_play,Positive,0.5719,excellent app,Other
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,CBE,google_play,Neutral,0.0,apdate app work thing say enable connect,Other
love,5,2025-09-12,CBE,google_play,Positive,0.6369,love,Other
Hasasa bank,1,2025-09-11,CBE,google_play,Neutral,0.0,hasasa bank,Other
All ways Trusted.,5,2025-09-11,CBE,google_play,Positive,0.4767,way trust,Other
best MB application in Ethiopia financial sector.,5,2025-09-11,CBE,google_play,Positive,0.6369,good mb application ethiopia financial sector,Other
I like this app,5,2025-09-11,CBE,google_play,Positive,0.3612,like app,Other
am tired why I have to update every 5 day,1,2025-09-11,CBE,google_play,Negative,-0.4404,tired update day,Other
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,CBE,google_play,Positive,0.3612,usb debugig mode bicha endidereg axrigu like awash bank,Other
good morning 🙏,5,2025-09-10,CBE,google_play,Positive,0.4404,good morning,Other
am happy 😃,5,2025-09-09,CBE,google_play,Positive,0.7351,happy,Other
wowww,5,2025-09-08,CBE,google_play,Neutral,0.0,wowww,Other
KEHRU nasir AbFIXA,5,2025-09-08,CBE,google_play,Neutral,0.0,kehru nasir abfixa,Other
It is well organized.,5,2025-09-08,CBE,google_play,Positive,0.2732,organize,Other
Can't see the nearest Branch or ATM available,2,2025-09-08,CBE,google_play,Neutral,0.0,near branch atm available,Other
the app does not open,1,2025-09-07,CBE,google_play,Neutral,0.0,app open,Other
from Monk,3,2025-09-06,CBE,google_play,Neutral,0.0,monk,Other
"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,CBE,google_play,Positive,0.9596,amazing delightful seamless mobile banking application experience feel great proud stakeholder choice bank commercial bank ethiopia pioneer lead digital banking service ethiopia star little thank,Other
incredible,5,2025-09-06,CBE,google_play,Neutral,0.0,incredible,Other
የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-06,CBE,google_play,Neutral,0.0,የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው,Other
it's the best money transfer app ever,5,2025-09-06,CBE,google_play,Positive,0.6369,good money transfer app,Other
it is nice,5,2025-09-05,CBE,google_play,Positive,0.4215,nice,Other
user friendly. best.,5,2025-09-05,CBE,google_play,Positive,0.8126,user friendly well,Other
🙏,5,2025-09-05,CBE,google_play,Neutral,0.0,,Other
አሪፍ,5,2025-09-05,CBE,google_play,Neutral,0.0,አሪፍ,Other
best app!!!,5,2025-09-05,CBE,google_play,Positive,0.7249,good app,Other
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,CBE,google_play,Positive,0.9368,good app user friendly possible start service app uninstalled device phone change easy set requirement office use install launch visit near branch office time silly business important thing addition hidde sender account number know tranfer,User Interface & Experience
very good app,5,2025-09-05,CBE,google_play,Positive,0.4927,good app,Other
jabirabdala,5,2025-09-04,CBE,google_play,Neutral,0.0,jabirabdala,Other
unfair cost of transportations... what a shame!!!,1,2025-09-04,CBE,google_play,Negative,-0.795,unfair cost transportation shame,Other
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,google_play,Positive,0.765,think good app use easily comment app automatically sync update balance real time review issue example transfer money receiver app sync automatically require user manually initiate update current balance,User Interface & Experience
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,CBE,google_play,Positive,0.9147,waw proud strong bank work well remote location malabo ecuatorial guinea mewolid mubarak cbe,User Interface & Experience
zinaa Ahmed,5,2025-09-04,CBE,google_play,Neutral,0.0,zinaa ahmed,Other
absolutely excellent,5,2025-09-04,CBE,google_play,Positive,0.6115,absolutely excellent,Other
amazing app,5,2025-09-03,CBE,google_play,Positive,0.5859,amazing app,Other
perfect and easy,5,2025-09-03,CBE,google_play,Positive,0.765,perfect easy,Other
fastest,5,2025-09-03,CBE,google_play,Neutral,0.0,fast,Other
My account is not working,4,2025-09-03,CBE,google_play,Neutral,0.0,account work,Other
The recent update is not optimized fir latest version of android,2,2025-09-02,CBE,google_play,Negative,-0.357,recent update optimize fir late version android,Other
topp,5,2025-09-02,CBE,google_play,Neutral,0.0,topp,Other
I appreciate it,5,2025-09-01,CBE,google_play,Positive,0.4019,appreciate,Other
v.good app,5,2025-09-01,CBE,google_play,Neutral,0.0,app,Other
sahib amin jamal,1,2025-08-31,CBE,google_play,Neutral,0.0,sahib amin jamal,Other
installi,5,2025-08-31,CBE,google_play,Neutral,0.0,installi,Other
very good apps,5,2025-08-30,CBE,google_play,Positive,0.4927,good app,Other
👍👍👍👍,1,2025-08-30,CBE,google_play,Neutral,0.0,,Other
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,CBE,google_play,Neutral,0.0,app compatible ur phone u fix update,Other
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,CBE,google_play,Positive,0.619,like feedback current update nice easy use button improve example iwant check recent txn sequence arrange txn appear becouse user app discomferte maily merchant high txn daily improve miximize txn show searchable recent txn button bank relly cbe bank,Other
tinishu titiba,5,2025-08-29,CBE,google_play,Neutral,0.0,tinishu titiba,Other
"essy to use ,has great interface and user-friendly g",5,2025-08-29,CBE,google_play,Positive,0.6249,essy use great interface user friendly g,User Interface & Experience
Yuuuuu,5,2025-08-29,CBE,google_play,Neutral,0.0,yuuuuu,Other
I found it very much friendly,5,2025-08-29,CBE,google_play,Positive,0.539,find friendly,Other
"Very useful app, while we use CBE.",5,2025-08-28,CBE,google_play,Positive,0.4927,useful app use cbe,Other
woooow,5,2025-08-28,CBE,google_play,Neutral,0.0,woooow,Other
Redmi,1,2025-08-28,CBE,google_play,Neutral,0.0,redmi,Other
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,CBE,google_play,Neutral,0.0,አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,Other
kamil aweil,5,2025-08-28,CBE,google_play,Neutral,0.0,kamil aweil,Other
In your next update can you come with night mode future,5,2025-08-27,CBE,google_play,Neutral,0.0,update come night mode future,Other
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,CBE,google_play,Positive,0.9834,truly super competitive compare know app nowadays function broadly simple feature mean know telebirr super app cbe ultimate choice prefer bank beautiful power lead result recommend cbe service provision ethical principle practice customer satisfaction existence constraint challenge face burglary froudalent hacker thank,Feature Requests
mayreba app you its better if you use other banks,1,2025-08-27,CBE,google_play,Positive,0.4404,mayreba app well use bank,Other
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,CBE,google_play,Neutral,0.0,prefect transfer bank mony deliverd imidetliy day,Other
let us know before you shut down the app,4,2025-08-27,CBE,google_play,Neutral,0.0,let know shut app,Other
excited,5,2025-08-27,CBE,google_play,Positive,0.34,excite,Other
amizing,5,2025-08-26,CBE,google_play,Neutral,0.0,amize,Other
love it,5,2025-08-26,CBE,google_play,Positive,0.6369,love,Other
yes it is v good,5,2025-08-26,CBE,google_play,Positive,0.6808,yes v good,Other
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,CBE,google_play,Positive,0.7906,great update mobile banking application thank system customization department,Other
this app is smart.,5,2025-08-26,CBE,google_play,Positive,0.4019,app smart,Other
I am happy,5,2025-08-26,CBE,google_play,Positive,0.5719,happy,Other
Still I have not face critical problems sometimes delay to open,4,2025-08-26,CBE,google_play,Positive,0.2311,face critical problem delay open,Other
ጤና ከድረ,5,2025-08-25,CBE,google_play,Neutral,0.0,ጤና ከድረ,Other
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,google_play,Negative,-0.34,connection bank app lag relationship correct,Transaction Performance
I have forgotten mobail banking password,5,2025-08-25,CBE,google_play,Negative,-0.2263,forget mobail banking password,Account Access Issues
Thank you,5,2025-08-25,CBE,google_play,Positive,0.3612,thank,Other
muktaar Abraahim,5,2025-08-25,CBE,google_play,Neutral,0.0,muktaar abraahim,Other
🤞Good One,5,2025-08-24,CBE,google_play,Neutral,0.0,good,Other
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,google_play,Neutral,0.0,change pin digit right,Other
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,google_play,Negative,-0.6249,bad mobile banking app ethiopia access txn record week,Other
i like it and aprshat.,4,2025-08-23,CBE,google_play,Positive,0.3612,like aprshat,Other
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,google_play,Positive,0.6124,app issue update recently able send fund telebirr wallet need place save contact usually send money update loose important account,Other
