review,rating,date,bank,source,sentiment_label,sentiment_score,clean_text,theme
Oene,5,2024-11-12,BOA,google_play,Neutral,0.0,oene,Other
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,google_play,Positive,0.4019,find interesting specially reciept download,Other
it good,5,2024-11-12,BOA,google_play,Positive,0.4404,good,Other
"This app crashes everytime, please fix it",1,2024-11-12,BOA,google_play,Positive,0.3182,app crash everytime fix,Transaction Performance
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,google_play,Neutral,0.0,አንድ star ራሱ not recomend use app bank,Other
I need a support the app is not working,5,2024-11-12,BOA,google_play,Positive,0.4019,need support app work,Customer Support
Bast bank of ethiopia,5,2024-11-12,BOA,google_play,Neutral,0.0,bast bank ethiopia,Other
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,google_play,Neutral,0.0,slow app አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app ከቻላችሁ ሙሉ ለሙሉ እንደገና ይመራያል የወጣው ወጭ በሙስና የተበላ ነው,Transaction Performance
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,google_play,Positive,0.6124,thank social service like vertual banking non touch atm cadrless withdrwal passbook,Other
The worst App i have never seen like this before,1,2024-11-12,BOA,google_play,Negative,-0.7359,bad app see like,Other
Wweeeer,4,2024-11-12,BOA,google_play,Neutral,0.0,wweeeer,Other
Infinx,5,2024-11-12,BOA,google_play,Neutral,0.0,infinx,Other
Great service,5,2024-11-12,BOA,google_play,Positive,0.6249,great service,Other
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,google_play,Neutral,0.0,app available android version time functional,Other
senayt Mesfin,4,2024-11-08,BOA,google_play,Neutral,0.0,senayt mesfin,Other
Bad app vety bad.,1,2024-11-07,BOA,google_play,Negative,-0.7906,bad app vety bad,Other
Abessnya Banke,5,2024-11-05,BOA,google_play,Neutral,0.0,abessnya banke,Other
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,google_play,Negative,-0.7569,useless app expect irrelevant app boa big shame,Other
Professional on banking app,5,2024-11-01,BOA,google_play,Neutral,0.0,professional bank app,Other
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,google_play,Positive,0.5719,nice interface freeze slow load developer fix issue,Transaction Performance
አይሰራም አስተካክሉት,5,2024-10-26,BOA,google_play,Neutral,0.0,አይሰራም አስተካክሉት,Other
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,google_play,Positive,0.3182,try app feet need generation,Other
Fast transfer,5,2024-10-24,BOA,google_play,Neutral,0.0,fast transfer,Other
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,google_play,Negative,-0.4767,log wrong,Other
Amrumehamed,1,2024-10-21,BOA,google_play,Neutral,0.0,amrumehame,Other
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,google_play,Positive,0.8717,nice meet proud bank ethiopia member bank need solve problem international receive money online digital working service world work lot international direct ethiopia know legal way get money ethiopia direct deposit boa,Other
ደደገነሐ,5,2024-10-15,BOA,google_play,Neutral,0.0,ደደገነሐ,Other
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,google_play,Negative,-0.8395,terrible bank experience unbelievable modern technology bank struggle basic transaction app constantly crash service limited time try transfer money load telebirr huge delay wait day fail transaction refund ussd unreliable embarrassing situation countless time customer care fix switch bank,Transaction Performance
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,google_play,Negative,-0.3382,painfully slow banking app service choice,Transaction Performance
Good App,4,2024-10-12,BOA,google_play,Positive,0.4404,good app,Other
Best app to me,5,2024-10-11,BOA,google_play,Positive,0.6369,good app,Other
BOA,5,2024-10-11,BOA,google_play,Neutral,0.0,boa,Other
Abdulkadir,5,2024-10-11,BOA,google_play,Neutral,0.0,abdulkadir,Other
Bad,1,2024-10-10,BOA,google_play,Negative,-0.5423,bad,Other
If it is possible I would gove0 star,1,2024-10-08,BOA,google_play,Neutral,0.0,possible star,Other
Nise mobile bankig,4,2024-10-05,BOA,google_play,Neutral,0.0,nise mobile bankig,Other
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,google_play,Positive,0.714,overall good app performance need improvement instant bank transfer refuse cause repeat time transfer,Other
Ok,5,2024-10-04,BOA,google_play,Positive,0.296,ok,Other
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,google_play,Positive,0.4404,work embarrassing bank size,Other
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,google_play,Neutral,0.0,update simple way require developer option,User Interface & Experience
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,google_play,Negative,-0.4215,stop tell phone boa newly update app ask disable developer option slow phone use god damn app,Transaction Performance
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,google_play,Positive,0.7344,live country download use mobile banking ask ethiopia phone number receive text confirm country lete know use outside country thank,Other
Worest app,1,2024-10-03,BOA,google_play,Neutral,0.0,wor app,Other
The worest app ever,1,2024-10-03,BOA,google_play,Neutral,0.0,wor app,Other
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,google_play,Neutral,0.0,አሪፍ ነው በርቱልን,Other
Wwwerrr,5,2024-10-02,BOA,google_play,Neutral,0.0,wwwerrr,Other
ጀማል ውቀቱ,5,2024-09-30,BOA,google_play,Neutral,0.0,ጀማል ውቀቱ,Other
Great For Financial company,5,2024-09-30,BOA,google_play,Positive,0.6249,great financial company,Other
Very easy to use,5,2024-09-30,BOA,google_play,Positive,0.4927,easy use,Other
The App's crash always.. Error.....,3,2024-09-27,BOA,google_play,Negative,-0.6597,app crash error,Transaction Performance
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,google_play,Negative,-0.2484,app incredibly frustrating use fill issue difficult navigate complete task efficiently encounter poorly design banking application need significant improvement enhance user experience deserve vey low rating,User Interface & Experience
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,google_play,Positive,0.8715,great ui seamless ux love,User Interface & Experience
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,google_play,Positive,0.2382,good application try add alternative future possibilitys customer,Other
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,google_play,Positive,0.6808,easy operate program secured,Other
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,google_play,Neutral,0.0,buy mobile card app receive take money money,Other
Amazing,5,2024-09-19,BOA,google_play,Positive,0.5859,amazing,Other
Great app with great services,5,2024-09-19,BOA,google_play,Positive,0.8481,great app great service,Other
Yes active user,5,2024-09-17,BOA,google_play,Positive,0.6597,yes active user,Other
Shameful,1,2024-09-17,BOA,google_play,Negative,-0.4939,shameful,Other
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,google_play,Positive,0.2235,wor app recommende,Other
Good application,5,2024-09-16,BOA,google_play,Positive,0.4404,good application,Other
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,google_play,Neutral,0.0,hour wait transfer money telebirr transfer delay issue need money,Other
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,google_play,Positive,0.4269,boa unreasonably hold delay transaction day transaction bank huge gap observe boa mobile banking experience kind challenge have transaction bank mobile banking platform wait long call customer support team response give system hold transaction release work day totally fair,Customer Support
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,google_play,Neutral,0.0,የእርስዎን ተሞክሮ ይግለጹ አማራጭ,Other
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,google_play,Neutral,0.0,work need big update update app quickly,User Interface & Experience
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,google_play,Positive,0.818,aimohon joel good well conversation time,Other
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,google_play,Negative,-0.4515,well app mobile app turn developer option time wanna use app annoying,Other
Bes and freindly app,5,2024-09-13,BOA,google_play,Neutral,0.0,bes freindly app,Other
It doesn't work.,1,2024-09-12,BOA,google_play,Neutral,0.0,work,Other
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,google_play,Negative,-0.8758,request successful check device connectivity try bank manager tell phone android version ridiculous disappointing,Other
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,google_play,Negative,-0.5868,download screenshot payment receipt kinda bad app,Other
Smart technology,5,2024-09-10,BOA,google_play,Positive,0.4019,smart technology,Other
Yegema app tish🪨,1,2024-09-08,BOA,google_play,Neutral,0.0,yegema app,Other
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,google_play,Negative,-0.5067,appropriate app know boa develop app expect crazy un confortable app form boa soory,Other
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,google_play,Negative,-0.9312,shockingly bad decide work painfully slow frustrating shame stain extraordinary bank,Transaction Performance
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,google_play,Positive,0.9075,crash frequently launch android think actually work version available download device begin like finance app well month ago upgrade well,Transaction Performance
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,google_play,Positive,0.3716,awesome application lately crash everytime open,Transaction Performance
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,google_play,Neutral,0.0,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ app እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,Other
Fast one,3,2024-09-04,BOA,google_play,Neutral,0.0,fast,Other
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,google_play,Negative,-0.5023,nice look app terrible user experience,Other
The worest MB app ever!!🙄,1,2024-09-02,BOA,google_play,Neutral,0.0,wor mb app,Other
It is ok,5,2024-09-01,BOA,google_play,Positive,0.296,ok,Other
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,google_play,Positive,0.2211,plz fix app screenshot lovation hide glarey share botten work,Other
Apollo's,1,2024-08-29,BOA,google_play,Neutral,0.0,apollo,Other
The worst experience ever,1,2024-08-29,BOA,google_play,Negative,-0.6249,bad experience,Other
Hussenaliumar,5,2024-08-29,BOA,google_play,Neutral,0.0,hussenaliumar,Other
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,google_play,Positive,0.6072,hi problem app boa mobile know wrong app time download sam work sam like app way customer know account check save book,Other
It is not work for my device,5,2024-08-27,BOA,google_play,Neutral,0.0,work device,Other
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,google_play,Negative,-0.8106,sick tiere enable disable developer option everytime use app maybe know maybe not fix anoye,Other
The worst app ever,1,2024-08-26,BOA,google_play,Negative,-0.6249,bad app,Other
Betanya Gebre,3,2024-08-23,BOA,google_play,Neutral,0.0,betanya gebre,Other
I dont recommand it to any one,1,2024-08-23,BOA,google_play,Neutral,0.0,not recommand,Other
Excellent app,5,2024-08-21,BOA,google_play,Positive,0.5719,excellent app,Other
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,google_play,Negative,-0.431,application work update able use forgot password feature block access,Account Access Issues
ትርሃስ,5,2024-08-19,BOA,google_play,Neutral,0.0,ትርሃስ,Other
Gio,4,2024-08-19,BOA,google_play,Neutral,0.0,gio,Other
App isn't working,1,2024-08-18,BOA,google_play,Neutral,0.0,app work,Other
so far good but always it lugs,3,2024-08-17,BOA,google_play,Positive,0.2707,far good lug,Other
Don't trust this bank and its service.,1,2024-08-16,BOA,google_play,Negative,-0.4023,trust bank service,Other
"I can not open and use the application,please help me!",5,2024-08-15,BOA,google_play,Positive,0.4574,open use application help,Customer Support
Horrible,1,2024-08-14,BOA,google_play,Negative,-0.5423,horrible,Other
Mostly not working 😑,1,2024-08-14,BOA,google_play,Neutral,0.0,work,Other
Awesome 👌,5,2024-08-12,BOA,google_play,Positive,0.8816,awesome,Other
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,google_play,Neutral,0.0,despite enhance technology application work properly ask developer option turn fix,Other
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,google_play,Negative,-0.5256,poor app b c highly slow open app,Transaction Performance
Wedi Tekle .,5,2024-08-11,BOA,google_play,Neutral,0.0,wedi tekle,Other
Bad app📱👎👎👎,1,2024-08-11,BOA,google_play,Negative,-0.5423,bad app,Other
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,google_play,Neutral,0.0,dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf,Other
Nice appp,5,2024-08-11,BOA,google_play,Positive,0.4215,nice appp,Other
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,google_play,Neutral,0.0,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን ከዘመን አንጉደል,Other
Gooood app my dear,5,2024-08-10,BOA,google_play,Positive,0.3818,gooood app dear,Other
Harun tamam galanaa,3,2024-08-09,BOA,google_play,Neutral,0.0,harun tamam galanaa,Other
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,google_play,Negative,-0.6478,total disaster app offline work embarassing lose hope take business competitor,Other
Gamebela,1,2024-08-08,BOA,google_play,Neutral,0.0,gamebela,Other
so poor app to use can't start up when open the app,1,2024-08-08,BOA,google_play,Negative,-0.5256,poor app use start open app,Other
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,google_play,Positive,0.3182,app take long time open work simply bank application app digital invoice able find screeshot keep transaction developer fix,Other
Good job,5,2024-08-07,BOA,google_play,Positive,0.4404,good job,Other
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,google_play,Negative,-0.7736,bad app user friendly serve basic functionality correctly take time login navigate app expect bank,Account Access Issues
Bad app .,1,2024-08-06,BOA,google_play,Negative,-0.5423,bad app,Other
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,google_play,Negative,-0.5848,mean big financial company like irresponsible release app ashamed,Other
Review,5,2024-08-06,BOA,google_play,Neutral,0.0,review,Other
Goood,4,2024-08-06,BOA,google_play,Neutral,0.0,goood,Other
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,google_play,Neutral,0.0,,Other
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,google_play,Neutral,0.0,necessary switch developer option time use mobile banking,Other
The previous version is better it doesn't work,1,2024-08-04,BOA,google_play,Positive,0.4404,previous version well work,Other
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,google_play,Negative,-0.9198,know wrong boa bank general go backwards year app disaster use possible way stable log slow perform transaction screenshot find picture save screenshot option time fail perform transaction simply bad,Transaction Performance
ok,5,2024-08-03,BOA,google_play,Positive,0.296,ok,Other
It Is An Amazing app,4,2025-11-28,Dashen,google_play,Positive,0.5859,amazing app,Other
"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen,google_play,Positive,0.8442,fast easy communicate app available area happy application thank dashen bank effort commitment dedication appricate work,Other
What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Dashen,google_play,Positive,0.3736,care phone setting tell turn phone develoler option thing cost lot user willing leave bank turn thing fear security issue fix,Other
Exceptional Product.,5,2025-11-23,Dashen,google_play,Neutral,0.0,exceptional product,Other
very easy app,3,2025-11-23,Dashen,google_play,Positive,0.4927,easy app,Other
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,2025-11-19,Dashen,google_play,Positive,0.9722,dashen super app impressive fast easy use provide smooth access essential banking service money transfer bill payment balance check feature work efficiently issue design clean user friendly great step forward digital banking good work dashen bank,User Interface & Experience
በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Dashen,google_play,Neutral,0.0,በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,Other
bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Dashen,google_play,Negative,-0.3182,bill payment option limit app add ethio telecom bill electric bill etc instead add nonsense banking app,Other
"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Dashen,google_play,Negative,-0.2411,slow app sure issue bank transfer work,Transaction Performance
always updating bad stability,1,2025-11-17,Dashen,google_play,Negative,-0.5423,update bad stability,Other
"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Dashen,google_play,Neutral,0.0,disable developer option disable work,Other
with the super app evry thing i need is just a tap away,5,2025-11-17,Dashen,google_play,Positive,0.5994,super app evry thing need tap away,Other
nice,5,2025-11-16,Dashen,google_play,Positive,0.4215,nice,Other
eyita tips,1,2025-11-15,Dashen,google_play,Neutral,0.0,eyita tip,Other
clear and presize,5,2025-11-15,Dashen,google_play,Positive,0.3818,clear presize,Other
smooth and easy!!!,5,2025-11-14,Dashen,google_play,Positive,0.5826,smooth easy,Other
I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Dashen,google_play,Positive,0.7717,amazing experience os convenient easy use,Other
"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen,google_play,Positive,0.5994,super app smooth navigation transaction lifestyle service,User Interface & Experience
Very nice App.,5,2025-11-14,Dashen,google_play,Positive,0.4754,nice app,Other
system failure transfer to others account,2,2025-11-13,Dashen,google_play,Negative,-0.5106,system failure transfer account,Other
thank you,1,2025-11-13,Dashen,google_play,Positive,0.3612,thank,Other
"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Dashen,google_play,Positive,0.1655,ui ux good function properly shame lead tech bank app amole far well,User Interface & Experience
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen,google_play,Positive,0.5719,excellent app use perfectlly pay transfer tele airtime,Other
wow dashen bank super app,5,2025-11-12,Dashen,google_play,Positive,0.8271,wow dashen bank super app,Other
"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Dashen,google_play,Negative,-0.4312,call super app complete disappointment confusing slow glitch honestly feel like design test people patience help bank call super joke useless app,Transaction Performance
Best Mobile Banking App in Ethiopia .,5,2025-11-11,Dashen,google_play,Positive,0.6369,good mobile banking app ethiopia,Other
very nice app I have ever seen,5,2025-11-10,Dashen,google_play,Positive,0.4754,nice app see,Other
NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Dashen,google_play,Negative,-0.9205,nasty bank supper app work call response use app loss time energy hopeless bank,Customer Support
it's good but is not fast,5,2025-11-09,Dashen,google_play,Positive,0.2382,good fast,Other
your financial system must improved,4,2025-11-09,Dashen,google_play,Positive,0.4767,financial system improve,Other
your service is too good,5,2025-11-09,Dashen,google_play,Positive,0.4404,service good,Other
good experience,5,2025-11-09,Dashen,google_play,Positive,0.4404,good experience,Other
ok,5,2025-11-08,Dashen,google_play,Positive,0.296,ok,Other
"Amazing app, 👏",5,2025-11-07,Dashen,google_play,Positive,0.5859,amazing app,Other
wooow,5,2025-11-07,Dashen,google_play,Neutral,0.0,wooow,Other
Nice app,5,2025-11-07,Dashen,google_play,Positive,0.4215,nice app,Other
best,5,2025-11-07,Dashen,google_play,Positive,0.6369,well,Other
"easy to use, friendly",5,2025-11-06,Dashen,google_play,Positive,0.7269,easy use friendly,Other
"12yr more LC, UCP & ICC & loan",5,2025-11-06,Dashen,google_play,Neutral,0.0,lc ucp icc loan,Other
"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Dashen,google_play,Negative,-0.6167,attractive friendly app check awash cbe app,Other
amzing,5,2025-11-06,Dashen,google_play,Neutral,0.0,amze,Other
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Dashen,google_play,Positive,0.9722,dashen super app impressive fast easy use provide smooth access essential banking service money transfer bill payment balance check feature work efficiently issue design clean user friendly great step forward digital banking good work dashen bank,User Interface & Experience
betam kerfafa naw,1,2025-11-05,Dashen,google_play,Neutral,0.0,betam kerfafa naw,Other
exceptional,5,2025-11-05,Dashen,google_play,Neutral,0.0,exceptional,Other
worst app ever,1,2025-11-05,Dashen,google_play,Negative,-0.6249,bad app,Other
"Dashen, always two step ahead.",5,2025-11-05,Dashen,google_play,Neutral,0.0,dashen step ahead,Other
"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",3,2025-11-05,Dashen,google_play,Positive,0.2023,try fix barrier bank specially commercial bank ethiopia,Other
👍,5,2025-11-05,Dashen,google_play,Neutral,0.0,,Other
i am using,5,2025-11-05,Dashen,google_play,Neutral,0.0,,Other
It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,5,2025-11-05,Dashen,google_play,Positive,0.9186,wonderful app develop local talent deserve appreciation continue evolve new exciting feature,Feature Requests
wonderful app,5,2025-11-05,Dashen,google_play,Positive,0.5719,wonderful app,Other
"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it",5,2025-11-05,Dashen,google_play,Positive,0.9306,love app feature perfect ask update time activate need visit near branch take time app great like,Feature Requests
go ahead,5,2025-11-05,Dashen,google_play,Neutral,0.0,ahead,Other
its supper,5,2025-11-04,Dashen,google_play,Neutral,0.0,supper,Other
Good,5,2025-11-04,Dashen,google_play,Positive,0.4404,good,Other
it's so boring,1,2025-11-04,Dashen,google_play,Negative,-0.3804,boring,Other
Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,2025-11-04,Dashen,google_play,Positive,0.8658,dashen bank super app late version online banking system gift dashen bank thank dashen,Other
"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Dashen,google_play,Positive,0.7829,rarely leave review app truely deserve efficient secure reliable make fanancial task star exceptional app,Other
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,2025-11-04,Dashen,google_play,Positive,0.0854,improve lately work get well fully fix time night work think problem launch early,Other
Amazing,5,2025-11-03,Dashen,google_play,Positive,0.5859,amazing,Other
wow dashen bank,5,2025-11-03,Dashen,google_play,Positive,0.5859,wow dashen bank,Other
ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Dashen,google_play,Neutral,0.0,ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,Other
"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",5,2025-11-01,Dashen,google_play,Neutral,0.0,update app late version balance send money say service unavailable fix soon,Other
it's too slow,1,2025-11-01,Dashen,google_play,Neutral,0.0,slow,Transaction Performance
"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,2025-11-01,Dashen,google_play,Positive,0.3415,recent update app great home page cluttered promotion banner hurt experience think app stop bank app start promote b c app ad bug,Other
